Gene name (systematic),L (in codon),alpha_phys,rho_phys (E)
YNL230C,380,0.03278,0.00531
YNL231C,352,0.11281,0.01742
YNL232W,293,0.10882,0.01676
YNL233W,893,0.03861,0.00636
YNL234W,427,0.05932,0.00915
YNL235C,144,0.28549,0.04374
YNL236W,975,0.04632,0.00741
YNL237W,460,0.04248,0.00775
YNL238W,815,0.05631,0.00870
YNL239W,455,0.13511,0.01722
YNL240C,492,0.07922,0.01559
YNL241C,506,0.11278,0.01691
YNL242W,1593,0.04153,0.00730
YNL243W,969,0.07660,0.01275
YNL244C,109,0.14374,0.01852
YNL246W,265,0.10162,0.01561
YNL247W,768,0.11481,0.01406
YNL248C,416,0.12700,0.01611
YNL249C,543,0.11570,0.01923
YNL250W,1313,0.04218,0.00666
YNL252C,282,0.11058,0.01838
YNL253W,423,0.09065,0.01375
YNL254C,402,0.08351,0.01463
YNL255C,154,0.17816,0.02339
YNL256W,825,0.05367,0.00872
YNL257C,1230,0.02107,0.00373
YNL258C,755,0.04686,0.00738
YNL259C,74,0.96824,0.07097
YNL260C,199,0.13098,0.01961
YNL261W,480,0.06977,0.01102
YNL262W,2223,0.00524,0.00091
YNL263C,315,0.11627,0.01779
YNL264C,351,0.08009,0.01095
YNL265C,299,0.11892,0.01926
YNL266W,140,0.26843,0.03925
YNL267W,1067,0.02895,0.00476
YNL268W,612,0.13526,0.01596
YNL269W,132,0.20771,0.03073
YNL270C,574,0.10845,0.01742
YNL271C,1954,0.02889,0.00501
YNL272C,760,0.04518,0.00755
YNL273W,1239,0.02244,0.00384
YNL274C,351,0.10350,0.01612
YNL275W,577,0.05544,0.00932
YNL276C,132,0.23792,0.03561
YNL277W,487,0.06769,0.01045
YNL278W,1061,0.02978,0.00518
YNL279W,662,0.01838,0.00353
YNL281W,154,0.15748,0.02369
YNL282W,196,0.11049,0.02017
YNL283C,504,0.02981,0.00523
YNL284C,323,0.08796,0.01316
YNL285W,124,0.21235,0.03259
YNL286W,286,0.22240,0.03702
YNL287W,936,0.07865,0.01103
YNL288W,374,0.08029,0.01338
YNL290W,341,0.09284,0.01471
YNL291C,549,0.04663,0.00734
YNL293W,634,0.04968,0.00797
YNL294C,534,0.02055,0.00378
YNL295W,525,0.04797,0.00783
YNL296W,105,0.52160,0.06622
YNL297C,1637,0.03609,0.00633
YNL298W,843,0.06667,0.01056
YNL299W,643,0.05110,0.00803
YNL300W,103,0.39878,0.03210
YNL301C,187,0.16085,0.01446
YNL303W,116,0.27063,0.03290
YNL304W,418,0.07176,0.01214
YNL305C,298,0.09494,0.01796
YNL306W,218,0.14382,0.02243
YNL307C,376,0.05040,0.00879
YNL308C,592,0.07796,0.01146
YNL309W,421,0.07083,0.01217
YNL310C,175,0.07507,0.01147
YNL311C,764,0.03409,0.00565
YNL312W,274,0.12836,0.01904
YNL313C,905,0.09109,0.01395
YNL314W,256,0.04820,0.00885
YNL315C,319,0.09495,0.01586
YNL316C,335,0.08199,0.01169
YNL317W,466,0.07522,0.01135
YNL318C,541,0.04147,0.00705
YNL319W,147,0.20576,0.03098
YNL320W,285,0.06556,0.01189
YNL321W,909,0.04105,0.00749
YNL322C,314,0.07589,0.01260
YNL323W,415,0.12444,0.01915
YNL324W,132,0.31252,0.04487
YNL325C,880,0.04153,0.00651
YNL326C,337,0.16361,0.02093
YNL327W,1042,0.07340,0.01139
YNL328C,147,0.13945,0.02024
YNL329C,1031,0.01162,0.00217
YNL330C,434,0.08355,0.01252
YNL331C,377,0.04809,0.00800
YNL332W,341,0.19349,0.01984
YNL333W,299,0.09047,0.01217
YNL334C,223,0.23110,0.03343
YNL335W,226,0.05088,0.00894
YNL336W,382,0.10532,0.01657
YNL337W,85,0.35635,0.04200
YNL339C,1860,0.00543,0.00109
YNR001C,480,0.14186,0.01741
YNR002C,283,0.10429,0.01697
YNR003C,318,0.12486,0.01744
YNR004W,147,0.14386,0.01903
YNR005C,135,0.24788,0.04500
YNR006W,623,0.05833,0.01015
YNR007C,311,0.13781,0.01992
YNR008W,662,0.10414,0.01648
YNR009W,250,0.14563,0.02172
YNR011C,877,0.03654,0.00635
YNR012W,502,0.07617,0.01101
YNR013C,895,0.07149,0.01175
YNR014W,213,0.21047,0.02868
YNR015W,385,0.05751,0.00978
YNR016C,2234,0.05596,0.00688
YNR017W,223,0.19650,0.02474
YNR018W,225,0.10530,0.01767
YNR019W,643,0.14423,0.01936
YNR020C,271,0.13380,0.02128
YNR021W,405,0.18230,0.01871
YNR022C,140,0.49960,0.04344
YNR023W,567,0.05870,0.00973
YNR024W,187,0.13591,0.01988
YNR025C,120,0.29308,0.04448
YNR026C,472,0.09814,0.01459
YNR027W,318,0.04932,0.00857
YNR028W,309,0.12581,0.01802
YNR029C,430,0.09334,0.01412
YNR030W,552,0.15330,0.01888
YNR031C,1580,0.00973,0.00166
YNR032W,369,0.07904,0.01321
YNR033W,788,0.07003,0.01221
YNR034W,322,0.12084,0.01815
YNR035C,343,0.13997,0.01763
YNR036C,154,0.07857,0.01432
YNR037C,92,0.30707,0.03802
YNR038W,630,0.06634,0.01005
YNR039C,606,0.05390,0.00918
YNR040W,257,0.11733,0.01941
YNR041C,373,0.07639,0.01312
YNR042W,143,0.18632,0.03129
YNR043W,397,0.12947,0.01823
YNR044W,726,0.08590,0.01471
YNR045W,490,0.05332,0.00945
YNR046W,136,0.16402,0.02773
YNR047W,894,0.02016,0.00357
YNR048W,394,0.07465,0.01182
YNR049C,211,0.20854,0.02950
YNR050C,447,0.15343,0.01628
YNR051C,516,0.05851,0.00858
YNR052C,434,0.07761,0.01478
YNR053C,487,0.10624,0.01563
YNR054C,317,0.12060,0.01673
YNR055C,587,0.06043,0.00914
YNR056C,562,0.03816,0.00596
YNR057C,238,0.09478,0.01647
YNR058W,481,0.02996,0.00506
YNR059W,581,0.03810,0.00667
YNR060W,720,0.09947,0.01515
YNR061C,220,0.10518,0.01699
YNR062C,328,0.03427,0.00615
YNR063W,608,0.04806,0.00906
YNR064C,291,0.10573,0.01691
YNR065C,1117,0.07681,0.01209
YNR066C,437,0.08267,0.01218
YNR067C,1118,0.07848,0.01088
YNR068C,273,0.04120,0.00739
YNR069C,490,0.02221,0.00421
YNR070W,1334,0.04868,0.00767
YNR071C,343,0.08712,0.01273
YNR072W,565,0.02033,0.00369
YNR073C,503,0.04758,0.00693
YNR074C,379,0.06547,0.01121
YNR075W,375,0.03688,0.00668
YNR076W,121,0.40661,0.02979
YNR077C,85,0.50637,0.05810
YOL001W,294,0.03943,0.00686
YOL002C,318,0.10771,0.01725
YOL003C,379,0.06672,0.01137
YOL004W,1537,0.01882,0.00332
YOL005C,121,0.10046,0.01668
YOL006C,770,0.05353,0.00784
YOL007C,342,0.11008,0.01639
YOL008W,208,0.11467,0.01659
YOL009C,272,0.05033,0.00945
YOL010W,368,0.12685,0.01817
YOL011W,687,0.01850,0.00294
YOL012C,135,0.17017,0.02301
YOL013C,552,0.04719,0.00842
YOL015W,587,0.04416,0.00712
YOL016C,448,0.08572,0.01204
YOL017W,715,0.05285,0.00917
YOL018C,398,0.07245,0.01231
YOL019W,552,0.13177,0.01888
YOL020W,593,0.06067,0.01007
YOL021C,1002,0.08133,0.01220
YOL022C,409,0.09939,0.01440
YOL023W,677,0.04403,0.00705
YOL024W,173,0.14912,0.02342
YOL025W,661,0.05158,0.00902
YOL026C,114,0.08591,0.01771
YOL027C,574,0.13364,0.01997
YOL028C,246,0.06216,0.00946
YOL029C,202,0.08468,0.01327
YOL030W,485,0.14184,0.01600
YOL031C,422,0.07649,0.01118
YOL032W,247,0.13446,0.02244
YOL033W,537,0.05113,0.00880
YOL034W,1094,0.02670,0.00440
YOL035C,101,0.19190,0.04028
YOL036W,762,0.03185,0.00578
YOL037C,118,0.27790,0.03684
YOL038W,255,0.08578,0.01538
YOL039W,107,0.27821,0.01886
YOL042W,364,0.08214,0.01317
YOL043C,381,0.14322,0.01999
YOL044W,384,0.07849,0.01401
YOL045W,1102,0.02784,0.00459
YOL046C,225,0.22406,0.03799
YOL047C,357,0.09096,0.01656
YOL048C,343,0.36167,0.03622
YOL049W,492,0.07355,0.01193
YOL050C,107,0.30621,0.05126
YOL051W,1082,0.02962,0.00514
YOL052C,397,0.09767,0.01579
YOL053W,396,0.05047,0.00910
YOL054W,407,0.10384,0.01719
YOL055C,552,0.03073,0.00449
YOL056W,304,0.11297,0.01715
YOL057W,712,0.09491,0.01448
YOL058W,421,0.19802,0.02104
YOL059W,441,0.13345,0.01706
YOL060C,707,0.09783,0.01381
YOL061W,497,0.07913,0.01266
YOL062C,492,0.03844,0.00646
YOL063C,958,0.02148,0.00382
YOL064C,358,0.11291,0.01549
YOL065C,385,0.08907,0.01367
YOL066C,592,0.05948,0.01021
YOL067C,178,0.06759,0.01136
YOL068C,504,0.02378,0.00412
YOL069W,452,0.08696,0.01353
YOL070C,502,0.06970,0.01162
YOL071W,163,0.18076,0.02421
YOL072W,456,0.05342,0.00953
YOL073C,323,0.05531,0.00953
YOL075C,1295,0.02460,0.00426
YOL076W,797,0.07395,0.01098
YOL077C,292,0.10619,0.01403
YOL078W,1177,0.02326,0.00393
YOL079W,133,0.16388,0.02785
YOL080C,290,0.13921,0.01768
YOL081W,3080,0.00978,0.00172
YOL082W,416,0.05985,0.00962
YOL083W,413,0.07721,0.01209
YOL084W,992,0.07046,0.01111
YOL085C,114,0.28425,0.03741
YOL086C,349,0.27095,0.02209
YOL087C,1117,0.02410,0.00422
YOL088C,278,0.10459,0.01712
YOL089C,1031,0.02741,0.00482
YOL090W,965,0.09995,0.01349
YOL091W,610,0.04697,0.00757
YOL092W,309,0.11450,0.01733
YOL093W,294,0.11587,0.01714
YOL094C,324,0.11977,0.01803
YOL095C,707,0.09644,0.01568
YOL096C,313,0.10930,0.01890
YOL097C,433,0.15124,0.01757
YOL098C,1038,0.06430,0.00907
YOL099C,164,0.15570,0.02668
YOL100W,1082,0.03760,0.00654
YOL101C,313,0.10078,0.01754
YOL102C,231,0.09666,0.01542
YOL103W,610,0.03628,0.00542
YOL104C,353,0.03327,0.00572
YOL105C,557,0.03492,0.00614
YOL106W,118,0.18443,0.02599
YOL107W,343,0.12103,0.01718
YOL108C,152,0.88950,0.07234
YOL109W,114,0.37833,0.03060
YOL110W,238,0.03572,0.00848
YOL111C,213,0.15107,0.02285
YOL112W,493,0.03693,0.00639
YOL113W,656,0.02027,0.00366
YOL114C,203,0.12373,0.02035
YOL115W,585,0.06111,0.00988
YOL116W,383,0.08916,0.01471
YOL117W,646,0.04999,0.00854
YOL118C,103,0.36018,0.04654
YOL119C,502,0.11981,0.01758
YOL120C,187,0.19368,0.01542
YOL122C,576,0.09259,0.01378
YOL123W,535,0.11272,0.01437
YOL124C,434,0.08705,0.01346
YOL125W,477,0.05344,0.00928
YOL126C,378,0.07461,0.01164
YOL127W,143,0.18827,0.01545
YOL128C,376,0.04947,0.00863
YOL129W,185,0.06890,0.01110
YOL130W,860,0.03539,0.00594
YOL131W,109,0.22480,0.04112
YOL132W,472,0.07919,0.01184
YOL133W,122,0.18400,0.02340
YOL134C,130,0.13897,0.02172
YOL135C,223,0.12910,0.02434
YOL136C,398,0.03274,0.00551
YOL137W,498,0.09928,0.01618
YOL138C,1342,0.02124,0.00371
YOL139C,214,0.19002,0.02050
YOL140W,424,0.11963,0.01459
YOL141W,696,0.04566,0.00778
YOL142W,241,0.10473,0.01554
YOL143C,170,0.13215,0.01804
YOL144W,485,0.06522,0.01052
YOL145C,1078,0.09403,0.01378
YOL146W,195,0.05938,0.01095
YOL147C,237,0.21696,0.02923
YOL148C,605,0.04682,0.00823
YOL149W,232,0.12602,0.01883
YOL150C,104,0.32299,0.05437
YOL151W,343,0.14100,0.01868
YOL152W,621,0.05257,0.00921
YOL154W,250,0.30296,0.03815
YOL155C,968,0.02002,0.00279
YOL156W,568,0.02244,0.00356
YOL157C,590,0.02328,0.00342
YOL158C,607,0.09244,0.01631
YOL159C,172,0.09274,0.01411
YOL160W,114,1.10759,0.06672
YOL161C,121,0.19455,0.01668
YOL162W,216,0.20803,0.02669
YOL163W,170,0.17776,0.02546
YOL164W,647,0.01667,0.00312
YOL165C,144,0.09963,0.01402
YOL166C,113,0.21598,0.03429
YOR001W,734,0.06706,0.01143
YOR002W,545,0.09949,0.01622
YOR003W,479,0.02995,0.00535
YOR004W,255,0.08318,0.01366
YOR005C,945,0.02236,0.00420
YOR006C,314,0.10827,0.01695
YOR007C,347,0.12566,0.01696
YOR008C,379,0.07154,0.01250
YOR009W,488,0.04312,0.00537
YOR010C,252,0.22313,0.02151
YOR011W,1395,0.04924,0.00767
YOR012W,138,0.91997,0.07782
YOR013W,157,0.11876,0.02055
YOR014W,758,0.05509,0.00878
YOR015W,120,0.25770,0.05319
YOR016C,208,0.09256,0.01415
YOR017W,801,0.03895,0.00648
YOR018W,838,0.04208,0.00680
YOR019W,731,0.02342,0.00401
YOR020C,107,0.18616,0.02064
YOR021C,214,0.11045,0.01592
YOR022C,716,0.05142,0.00780
YOR023C,567,0.04689,0.00832
YOR024W,108,0.45875,0.04911
YOR025W,448,0.06419,0.01028
YOR026W,342,0.10524,0.01382
YOR027W,590,0.13844,0.01735
YOR028C,296,0.05817,0.00989
YOR029W,112,0.19335,0.03098
YOR030W,620,0.02284,0.00382
YOR031W,70,0.69145,0.05855
YOR032C,435,0.03119,0.00557
YOR033C,703,0.04475,0.00659
YOR034C,750,0.04264,0.00776
YOR035C,790,0.07183,0.01175
YOR036W,289,0.06355,0.01244
YOR037W,367,0.07686,0.01328
YOR038C,876,0.03156,0.00562
YOR039W,259,0.08617,0.01277
YOR040W,286,0.10562,0.01582
YOR041C,144,0.34809,0.04403
YOR042W,412,0.08975,0.01462
YOR043W,487,0.06708,0.01072
YOR044W,158,0.33098,0.04227
YOR045W,62,0.35423,0.03256
YOR046C,483,0.10742,0.01532
YOR047C,445,0.05036,0.00829
YOR048C,1007,0.04679,0.00740
YOR049C,355,0.10156,0.01548
YOR051C,413,0.12748,0.01790
YOR052C,151,0.11985,0.01951
YOR053W,114,0.16837,0.03656
YOR054C,675,0.03651,0.00620
YOR055W,145,0.14822,0.02438
YOR056C,460,0.11311,0.01710
YOR057W,396,0.07037,0.01188
YOR058C,886,0.02626,0.00456
YOR059C,451,0.06531,0.00991
YOR060C,258,0.03961,0.00782
YOR061W,340,0.10810,0.01578
YOR062C,269,0.11129,0.01804
YOR063W,388,0.25867,0.01990
YOR064C,220,0.11190,0.01898
YOR065W,310,0.13664,0.01668
YOR066W,630,0.04286,0.00753
YOR067C,578,0.11298,0.01681
YOR068C,115,0.30318,0.03365
YOR069W,676,0.13100,0.01985
YOR070C,638,0.04161,0.00787
YOR071C,599,0.10683,0.01322
YOR072W,105,0.38146,0.03851
YOR073W,591,0.04631,0.00782
YOR074C,305,0.16314,0.02276
YOR075W,347,0.10392,0.01570
YOR076C,748,0.03954,0.00675
YOR077W,233,0.33473,0.04774
YOR078W,215,0.11062,0.01867
YOR079C,314,0.08961,0.01517
YOR080W,747,0.01772,0.00311
YOR081C,750,0.04552,0.00842
YOR082C,114,0.19057,0.03607
YOR083W,296,0.06012,0.01329
YOR084W,388,0.04852,0.00935
YOR085W,351,0.08443,0.01218
YOR086C,1187,0.07266,0.00986
YOR087W,676,0.24831,0.03709
YOR089C,211,0.16380,0.02206
YOR090C,573,0.06074,0.00983
YOR091W,346,0.08644,0.01240
YOR092W,614,0.04236,0.00663
YOR093C,1649,0.02938,0.00498
YOR094W,184,0.14907,0.02115
YOR095C,259,0.13427,0.01597
YOR096W,191,0.14492,0.01216
YOR097C,176,0.09391,0.01599
YOR098C,1077,0.02044,0.00342
YOR099W,394,0.16004,0.02065
YOR100C,328,0.07860,0.01216
YOR101W,310,0.10853,0.01465
YOR102W,117,0.22046,0.02855
YOR103C,131,0.18424,0.02367
YOR104W,283,0.11956,0.01853
YOR105W,109,0.21641,0.03628
YOR106W,284,0.06063,0.01064
YOR107W,310,0.03562,0.00651
YOR108W,605,0.09133,0.01108
YOR109W,1108,0.03260,0.00544
YOR110W,436,0.07981,0.01223
YOR111W,233,0.13770,0.01842
YOR112W,762,0.04244,0.00740
YOR113W,915,0.02712,0.00466
YOR114W,295,0.08622,0.01511
YOR115C,269,0.08867,0.01407
YOR116C,1461,0.03516,0.00511
YOR117W,435,0.09919,0.01518
YOR118W,568,0.07356,0.01171
YOR119C,485,0.11846,0.01580
YOR120W,313,0.09283,0.01275
YOR121C,102,0.23518,0.03892
YOR122C,127,0.15669,0.01589
YOR123C,465,0.08117,0.01215
YOR124C,1273,0.04097,0.00668
YOR125C,234,0.04678,0.00739
YOR126C,239,0.09429,0.01508
YOR127W,1008,0.02438,0.00424
YOR128C,572,0.02261,0.00353
YOR129C,894,0.02547,0.00458
YOR130C,293,0.17396,0.02656
YOR131C,219,0.10095,0.01694
YOR132W,552,0.05537,0.00896
YOR133W,843,0.16597,0.01416
YOR134W,410,0.08774,0.01369
YOR135C,114,0.32632,0.05024
YOR136W,370,0.11316,0.01528
YOR137C,623,0.01786,0.00324
YOR138C,672,0.06536,0.01124
YOR139C,131,0.56559,0.04024
YOR140W,767,0.04285,0.00725
YOR141C,882,0.07485,0.01181
YOR142W,330,0.11130,0.01473
YOR143C,320,0.10106,0.01485
YOR144C,792,0.03542,0.00620
YOR145C,275,0.09543,0.01393
YOR146W,102,0.21643,0.04291
YOR147W,623,0.02820,0.00497
YOR148C,186,0.14643,0.02075
YOR149C,517,0.03915,0.00692
YOR150W,164,0.08606,0.01231
YOR151C,1225,0.07639,0.00980
YOR152C,257,0.05277,0.00872
YOR153W,1512,0.02723,0.00367
YOR154W,588,0.03542,0.00588
YOR155C,451,0.08556,0.01426
YOR156C,727,0.03564,0.00635
YOR157C,262,0.11020,0.01625
YOR158W,319,0.04936,0.00807
YOR159C,95,0.19751,0.02775
YOR160W,973,0.02908,0.00488
YOR161C,540,0.06584,0.01074
YOR162C,811,0.02914,0.00519
YOR163W,189,0.19908,0.02818
YOR164C,313,0.12761,0.01709
YOR165W,777,0.07281,0.01071
YOR166C,459,0.05503,0.00830
YOR167C,68,0.39879,0.02968
YOR168W,810,0.09866,0.01223
YOR169C,155,0.74237,0.06234
YOR170W,102,0.53411,0.05762
YOR171C,625,0.08113,0.01093
YOR172W,787,0.01468,0.00257
YOR173W,354,0.04840,0.00772
YOR174W,285,0.08622,0.01420
YOR175C,620,0.13055,0.01703
YOR176W,394,0.18063,0.02241
YOR177C,465,0.06662,0.01153
YOR178C,794,0.02585,0.00444
YOR179C,189,0.12246,0.01840
YOR180C,272,0.09636,0.01619
YOR181W,634,0.04944,0.00898
YOR182C,64,0.51082,0.03154
YOR183W,130,0.19716,0.02912
YOR184W,396,0.11112,0.01458
YOR185C,221,0.17089,0.01982
YOR186W,145,0.14544,0.02580
YOR187W,438,0.11791,0.01466
YOR188W,1138,0.02460,0.00431
YOR189W,117,0.20152,0.03065
YOR190W,446,0.04538,0.00724
YOR191W,1620,0.06078,0.00967
YOR192C,600,0.06238,0.00797
YOR193W,377,0.03325,0.00536
YOR194C,287,0.12917,0.01796
YOR195W,822,0.04051,0.00645
YOR196C,415,0.07569,0.01237
YOR197W,433,0.07688,0.01265
YOR198C,471,0.11488,0.01376
YOR199W,110,0.30575,0.04712
YOR200W,133,0.10834,0.02016
YOR201C,413,0.05065,0.00895
YOR202W,221,0.05488,0.01035
YOR203W,118,0.17310,0.02981
YOR204W,605,0.15718,0.01574
YOR205C,557,0.04835,0.00829
YOR206W,711,0.10371,0.01407
YOR207C,1150,0.06943,0.00959
YOR208W,751,0.03201,0.00531
YOR209C,430,0.13627,0.01555
YOR210W,71,0.28120,0.02843
YOR211C,882,0.04145,0.00620
YOR212W,424,0.06292,0.00976
YOR213C,249,0.05293,0.01008
YOR214C,237,0.10781,0.01478
YOR215C,186,0.19041,0.02038
YOR216C,485,0.06774,0.01122
YOR217W,862,0.03418,0.00571
YOR218C,140,0.31744,0.03941
YOR219C,932,0.02936,0.00481
YOR220W,266,0.08699,0.01570
YOR221C,361,0.08347,0.01380
YOR222W,308,0.11498,0.01765
YOR223W,293,0.08323,0.01543
YOR224C,147,0.09746,0.01373
YOR225W,110,0.18483,0.03371
YOR226C,157,0.13577,0.02192
YOR227W,1247,0.02443,0.00424
YOR228C,303,0.05086,0.00899
YOR229W,468,0.06642,0.00949
YOR230W,438,0.13364,0.01688
YOR231W,509,0.02560,0.00466
YOR232W,229,0.12346,0.01476
YOR233W,801,0.03998,0.00683
YOR234C,108,0.25241,0.01869
YOR235W,105,0.19455,0.03377
YOR236W,212,0.06203,0.01064
YOR237W,435,0.06461,0.01046
YOR238W,304,0.09853,0.01402
YOR239W,629,0.09642,0.01287
YOR241W,549,0.06978,0.01085
YOR242C,372,0.09052,0.01463
YOR243C,677,0.07789,0.01093
YOR244W,446,0.06467,0.01022
YOR245C,419,0.05995,0.00944
YOR246C,331,0.03742,0.00672
YOR247W,211,0.16108,0.02133
YOR248W,101,0.23270,0.03893
YOR249C,686,0.03719,0.00664
YOR250C,446,0.06804,0.01233
YOR251C,305,0.11696,0.01651
YOR252W,179,0.17885,0.02793
YOR253W,177,0.09753,0.01323
YOR254C,664,0.12115,0.01647
YOR255W,279,0.11166,0.01884
YOR256C,810,0.03776,0.00622
YOR257W,162,0.19102,0.02302
YOR258W,218,0.12060,0.01754
YOR259C,438,0.12222,0.01594
YOR260W,579,0.07226,0.01159
YOR261C,339,0.08400,0.01145
YOR262W,348,0.08039,0.01241
YOR263C,136,0.20345,0.02790
YOR264W,431,0.07231,0.01205
YOR265W,107,0.23577,0.03286
YOR266W,424,0.05789,0.00997
YOR267C,760,0.08176,0.01099
YOR268C,133,0.16209,0.02681
YOR269W,495,0.06047,0.00894
YOR270C,841,0.08677,0.01099
YOR271C,328,0.11053,0.01447
YOR272W,461,0.14149,0.01740
YOR273C,660,0.03570,0.00557
YOR274W,429,0.08384,0.01294
YOR275C,662,0.04062,0.00656
YOR276W,162,0.30101,0.02372
YOR277C,103,0.43945,0.03307
YOR278W,276,0.08868,0.01383
YOR279C,311,0.10502,0.01512
YOR280C,267,0.11638,0.01718
YOR281C,287,0.10806,0.01463
YOR282W,107,0.31516,0.03466
YOR283W,231,0.15014,0.01985
YOR284W,244,0.07811,0.01361
YOR285W,140,0.12184,0.01769
YOR286W,150,0.12963,0.01949
YOR287C,301,0.12511,0.01766
YOR288C,319,0.09359,0.01454
YOR289W,252,0.08261,0.01289
YOR290C,1704,0.05558,0.00881
YOR291W,1473,0.04953,0.00822
YOR292C,310,0.05325,0.01000
YOR293W,106,0.24764,0.01914
YOR294W,204,0.15442,0.02128
YOR295W,229,0.09868,0.01641
YOR296W,1290,0.02199,0.00395
YOR297C,193,0.08318,0.01388
YOR298W,480,0.03127,0.00561
YOR299W,747,0.03719,0.00631
YOR300W,103,0.34765,0.04690
YOR301W,436,0.07924,0.01368
YOR303W,412,0.10128,0.01450
YOR304W,1121,0.03460,0.00521
YOR305W,243,0.05401,0.00933
YOR306C,522,0.08757,0.01245
YOR307C,454,0.08218,0.01366
YOR308C,588,0.06124,0.00903
YOR310C,512,0.17084,0.01758
YOR311C,291,0.08472,0.01238
YOR312C,173,0.19986,0.01645
YOR313C,339,0.05326,0.00875
YOR314W,110,0.20133,0.03001
YOR315W,347,0.06728,0.01235
YOR316C,440,0.09728,0.01409
YOR317W,701,0.12617,0.01715
YOR318C,102,0.18917,0.03556
YOR319W,214,0.12417,0.01827
YOR320C,492,0.05889,0.00964
YOR321W,754,0.02672,0.00433
YOR322C,819,0.03612,0.00675
YOR323C,457,0.15746,0.01766
YOR324C,603,0.03215,0.00571
YOR325W,158,0.08844,0.01589
YOR326W,1575,0.05110,0.00742
YOR327C,116,0.14346,0.01740
YOR328W,1565,0.01821,0.00318
YOR329C,873,0.03196,0.00567
YOR330C,1255,0.01878,0.00340
YOR331C,186,0.15916,0.02313
YOR332W,234,0.14374,0.02196
YOR333C,139,0.17433,0.02534
YOR334W,471,0.03055,0.00531
YOR335C,959,0.12247,0.01324
YOR336W,1366,0.02808,0.00459
YOR337W,760,0.02822,0.00500
YOR338W,364,0.05998,0.01097
YOR339C,157,0.15346,0.02285
YOR340C,327,0.13636,0.01785
YOR341W,1665,0.05799,0.00764
YOR342C,320,0.06413,0.01001
YOR343C,109,0.15052,0.02789
YOR344C,292,0.10026,0.01641
YOR345C,117,0.22024,0.03510
YOR346W,986,0.02483,0.00415
YOR347C,507,0.07935,0.01199
YOR348C,628,0.08068,0.01268
YOR349W,1015,0.02450,0.00451
YOR350C,664,0.03065,0.00522
YOR351C,498,0.04478,0.00740
YOR352W,344,0.09129,0.01364
YOR353C,792,0.04074,0.00685
YOR354C,693,0.05748,0.00888
YOR355W,523,0.02987,0.00526
YOR356W,632,0.05226,0.00823
YOR357C,163,0.12578,0.02148
YOR358W,243,0.07428,0.01307
YOR359W,524,0.06276,0.01055
YOR360C,527,0.07418,0.01059
YOR361C,764,0.11929,0.01288
YOR362C,289,0.12516,0.01797
YOR363C,997,0.02434,0.00442
YOR364W,123,0.14663,0.02763
YOR365C,704,0.04854,0.00797
YOR366W,118,0.22759,0.03107
YOR367W,201,0.08581,0.01228
YOR368W,402,0.05146,0.00891
YOR369C,144,0.17540,0.01402
YOR370C,604,0.07726,0.01184
YOR371C,898,0.03372,0.00565
YOR372C,555,0.05683,0.00960
YOR374W,520,0.11727,0.01397
YOR375C,455,0.19026,0.01692
YOR376W,123,0.21566,0.02740
YOR377W,526,0.06458,0.01047
YOR378W,516,0.02059,0.00391
YOR379C,113,0.24085,0.02965
YOR380W,547,0.02573,0.00489
YOR381W,712,0.01596,0.00284
YOR382W,154,0.17130,0.02191
YOR383C,205,0.16877,0.01660
YOR384W,695,0.01547,0.00292
YOR385W,291,0.11208,0.01811
YOR386W,566,0.08171,0.01148
YOR387C,207,0.15240,0.01738
YOR388C,377,0.07230,0.01109
YOR389W,625,0.03800,0.00655
YOR390W,376,0.03348,0.00537
YOR391C,238,0.11285,0.01563
YOR392W,148,0.16314,0.02707
YOR393W,438,0.14675,0.02034
YOR394W,165,0.11358,0.01237
YPL001W,375,0.09282,0.01520
YPL002C,234,0.11009,0.01648
YPL003W,463,0.03685,0.00716
YPL004C,342,0.14763,0.01914
YPL005W,607,0.08500,0.01455
YPL007C,589,0.06820,0.01118
YPL008W,862,0.02651,0.00497
YPL009C,1039,0.07449,0.01149
YPL010W,190,0.09791,0.01467
YPL011C,354,0.11298,0.01774
YPL012W,1229,0.08033,0.01159
YPL013C,122,0.26796,0.03059
YPL014W,382,0.06281,0.01119
YPL015C,358,0.04781,0.00825
YPL017C,500,0.04257,0.00820
YPL018W,370,0.07086,0.01214
YPL019C,836,0.07521,0.01125
YPL020C,622,0.04000,0.00615
YPL021W,188,0.12639,0.01937
YPL022W,1101,0.02632,0.00469
YPL023C,658,0.07619,0.01251
YPL024W,242,0.16034,0.02219
YPL025C,186,0.13361,0.02054
YPL026C,503,0.05651,0.00974
YPL027W,246,0.16463,0.02456
YPL028W,399,0.16549,0.01577
YPL029W,738,0.04225,0.00676
YPL030W,568,0.07664,0.01255
YPL031C,306,0.06826,0.01128
YPL032C,826,0.04611,0.00671
YPL033C,282,0.07876,0.01467
YPL034W,166,0.18410,0.02797
YPL035C,116,0.33073,0.04277
YPL036W,948,0.10274,0.01332
YPL037C,158,0.23078,0.02106
YPL038W,178,0.16230,0.02520
YPL039W,317,0.07103,0.01238
YPL040C,1003,0.03103,0.00518
YPL041C,208,0.04852,0.00985
YPL042C,556,0.02131,0.00376
YPL043W,686,0.09418,0.01266
YPL044C,183,0.43487,0.04551
YPL045W,799,0.03533,0.00612
YPL048W,416,0.13422,0.01588
YPL049C,453,0.05548,0.00992
